,Units,scenario,region,sector,subsector,technology,Year,value
116,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2085,11.6559
117,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2090,12.8326
118,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2095,14.2468
119,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2100,15.8994
120,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2005,3.41094
121,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2010,4.36106
122,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2015,4.34305
123,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2020,7992.26
124,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2025,4.94096
125,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2030,5.68208
126,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2035,6.03677
127,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2040,6.38554
128,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2045,6.72396
129,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2050,7.05836
130,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2055,7.36807
131,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2060,7.98125
132,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2065,8.60939
133,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2070,9.20061
134,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2075,9.72382
135,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2080,10.2197
136,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2085,10.654
137,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2090,11.0807
138,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2095,11.5566
139,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming CCS,2100,12.0563
140,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2005,8.7443
141,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2010,8.75645
142,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2015,8.7673
143,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2020,8.72671
144,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2025,8.68756
145,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2030,8.65137
146,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2035,8.61924
147,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2040,8.59064
148,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2045,8.56601
149,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2050,8.54502
150,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2055,8.52535
151,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2060,8.49745
152,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2065,8.47126
153,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2070,8.44678
154,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2075,8.42383
155,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2080,8.40176
156,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2085,8.38043
157,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2090,8.35169
158,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2095,8.32084
159,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,nuclear,thermal splitting,2100,8.28952
160,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2005,23.1106
161,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2010,23.1114
162,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2015,23.1112
163,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2020,17.5214
164,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2025,13.9554
165,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2030,11.5436
166,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2035,9.83974
167,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2040,8.51413
168,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2045,7.79877
169,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2050,7.23174
170,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2055,7.03216
171,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2060,6.90443
172,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2065,6.78105
173,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2070,6.71648
174,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2075,6.69429
175,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2080,6.69279
176,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2085,6.69128
177,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2090,6.68976
178,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2095,6.68983
179,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,solar,electrolysis,2100,6.68831
180,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2005,12.9611
181,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2010,12.9891
182,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2015,13.075
183,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2020,11.8472
184,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2025,10.79
185,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2030,9.9405
186,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2035,9.15283
187,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2040,8.46442
188,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2045,8.0949
189,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2050,7.7912
190,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,wind,electrolysis,2055,7.70025
