,region,sector,Year,value
365,China,chemical energy use,2100,0.02989255654
366,China,construction energy use,2025,0.00255109
367,China,construction energy use,2030,0.00875253
368,China,construction energy use,2035,0.016291470000000002
369,China,construction energy use,2040,0.021538433000000003
370,China,construction energy use,2045,0.02659301
371,China,construction energy use,2050,0.02988255
372,China,construction energy use,2055,0.03058698
373,China,construction energy use,2060,0.029746130000000003
374,China,construction energy use,2065,0.02816264
375,China,construction energy use,2070,0.02639166
376,China,construction energy use,2075,0.02466228
377,China,construction energy use,2080,0.02296302
378,China,construction energy use,2085,0.021332030000000002
379,China,construction energy use,2090,0.01982246
380,China,construction energy use,2095,0.01843065
381,China,construction energy use,2100,0.01721636
382,China,industry,2025,0.03318435
383,China,industry,2030,0.12549761
384,China,industry,2035,0.22432135
385,China,industry,2040,0.297778493
386,China,industry,2045,0.35986001999999995
387,China,industry,2050,0.41225017999999997
388,China,industry,2055,0.44080559999999996
389,China,industry,2060,0.450201
390,China,industry,2065,0.450562
391,China,industry,2070,0.4442233
392,China,industry,2075,0.4323307
393,China,industry,2080,0.4127131
394,China,industry,2085,0.38655501999999997
395,China,industry,2090,0.35610045
396,China,industry,2095,0.32337251
397,China,industry,2100,0.28442191
398,China,mining energy use,2025,0.00089322
399,China,mining energy use,2030,0.0031301899999999997
400,China,mining energy use,2035,0.005818853000000001
401,China,mining energy use,2040,0.007628164000000001
402,China,mining energy use,2045,0.009345968999999999
403,China,mining energy use,2050,0.010427276999999999
404,China,mining energy use,2055,0.010665251
405,China,mining energy use,2060,0.01041621
406,China,mining energy use,2065,0.009931086
407,China,mining energy use,2070,0.009393757
408,China,mining energy use,2075,0.008873803999999999
409,China,mining energy use,2080,0.008350578
410,China,mining energy use,2085,0.007843064
411,China,mining energy use,2090,0.007377896
412,China,mining energy use,2095,0.006950771
413,China,mining energy use,2100,0.006591598000000001
414,China,other industrial energy use,2025,0.0009587679999999999
415,China,other industrial energy use,2030,0.005445065000000001
416,China,other industrial energy use,2035,0.013722426
417,China,other industrial energy use,2040,0.024747738
418,China,other industrial energy use,2045,0.034692522999999996
419,China,other industrial energy use,2050,0.042604515200000005
420,China,other industrial energy use,2055,0.04991204540000001
421,China,other industrial energy use,2060,0.05733137112
422,China,other industrial energy use,2065,0.0635894236
423,China,other industrial energy use,2070,0.0682534725
424,China,other industrial energy use,2075,0.07146673170000001
425,China,other industrial energy use,2080,0.0741682295
426,China,other industrial energy use,2085,0.076717035
427,China,other industrial energy use,2090,0.079258998
428,China,other industrial energy use,2095,0.0809746456
429,China,other industrial energy use,2100,0.0816256017
430,China,process heat cement,2035,0.00660735
431,China,process heat cement,2040,0.010153586000000001
432,China,process heat cement,2045,0.005736572
433,China,process heat cement,2050,0.003040758
434,China,process heat cement,2055,0.0055645452
435,China,process heat cement,2060,0.0088636489
436,China,process heat cement,2065,0.008399915400000001
437,China,process heat cement,2070,0.00582845853
438,China,process heat cement,2075,0.00459547642
439,China,process heat cement,2080,0.00474093788
440,China,process heat cement,2085,0.00500401523
441,China,process heat cement,2090,0.00450177502
442,China,process heat cement,2095,0.00358732888
