,Year,region,mode,technology,value
265,2065,South Asia,Domestic Aviation,Hydrogen,0.0051346
266,2065,South Asia,Domestic Aviation,Liquids,0.0665029
267,2065,South Asia,International Aviation,BEV,0.0001370841
268,2065,South Asia,International Aviation,Hydrogen,0.001576846
269,2065,South Asia,International Aviation,Liquids,0.5607260000000001
270,2070,Africa_Western,Domestic Aviation,BEV,0.160225
271,2070,Africa_Western,Domestic Aviation,Hydrogen,0.16202
272,2070,Africa_Western,Domestic Aviation,Liquids,1.09418
273,2070,Africa_Western,International Aviation,BEV,0.000259948
274,2070,Africa_Western,International Aviation,Hydrogen,0.00320306
275,2070,Africa_Western,International Aviation,Liquids,0.630205
276,2070,Brazil,Domestic Aviation,BEV,0.0358076
277,2070,Brazil,Domestic Aviation,Hydrogen,0.0269738
278,2070,Brazil,Domestic Aviation,Liquids,0.197889
279,2070,Brazil,International Aviation,BEV,0.000132311
280,2070,Brazil,International Aviation,Hydrogen,0.00125047
281,2070,Brazil,International Aviation,Liquids,0.256156
282,2070,China,Domestic Aviation,BEV,0.533454
283,2070,China,Domestic Aviation,Hydrogen,0.429399
284,2070,China,Domestic Aviation,Liquids,2.71284
285,2070,China,International Aviation,BEV,0.000686037
286,2070,China,International Aviation,Hydrogen,0.00685674
287,2070,China,International Aviation,Liquids,1.16756
288,2070,India,Domestic Aviation,BEV,0.269001
289,2070,India,Domestic Aviation,Hydrogen,0.287199
290,2070,India,Domestic Aviation,Liquids,1.9491
291,2070,India,International Aviation,BEV,0.000382869
292,2070,India,International Aviation,Hydrogen,0.0049369
293,2070,India,International Aviation,Liquids,0.923933
294,2070,South Asia,Domestic Aviation,BEV,0.00889149
295,2070,South Asia,Domestic Aviation,Hydrogen,0.00810345
296,2070,South Asia,Domestic Aviation,Liquids,0.0780101
297,2070,South Asia,International Aviation,BEV,0.0002172551
298,2070,South Asia,International Aviation,Hydrogen,0.00248105
299,2070,South Asia,International Aviation,Liquids,0.655557
300,2075,Africa_Western,Domestic Aviation,BEV,0.234528
301,2075,Africa_Western,Domestic Aviation,Hydrogen,0.23872
302,2075,Africa_Western,Domestic Aviation,Liquids,1.27201
303,2075,Africa_Western,International Aviation,BEV,0.000386862
304,2075,Africa_Western,International Aviation,Hydrogen,0.00479499
305,2075,Africa_Western,International Aviation,Liquids,0.74862
306,2075,Brazil,Domestic Aviation,BEV,0.0425814
307,2075,Brazil,Domestic Aviation,Hydrogen,0.0316203
308,2075,Brazil,Domestic Aviation,Liquids,0.193187
309,2075,Brazil,International Aviation,BEV,0.000165126
310,2075,Brazil,International Aviation,Hydrogen,0.00154075
311,2075,Brazil,International Aviation,Liquids,0.262823
312,2075,China,Domestic Aviation,BEV,0.615716
313,2075,China,Domestic Aviation,Hydrogen,0.487011
314,2075,China,Domestic Aviation,Liquids,2.54925
315,2075,China,International Aviation,BEV,0.00083044
316,2075,China,International Aviation,Hydrogen,0.0081708
317,2075,China,International Aviation,Liquids,1.15329
318,2075,India,Domestic Aviation,BEV,0.363436
319,2075,India,Domestic Aviation,Hydrogen,0.385897
320,2075,India,Domestic Aviation,Liquids,2.05368
321,2075,India,International Aviation,BEV,0.000528946
322,2075,India,International Aviation,Hydrogen,0.00678702
323,2075,India,International Aviation,Liquids,1.00228
324,2075,South Asia,Domestic Aviation,BEV,0.0127881
325,2075,South Asia,Domestic Aviation,Hydrogen,0.011566690000000001
326,2075,South Asia,Domestic Aviation,Liquids,0.0915931
327,2075,South Asia,International Aviation,BEV,0.000307216
328,2075,South Asia,International Aviation,Hydrogen,0.00348396
329,2075,South Asia,International Aviation,Liquids,0.7580640000000001
330,2080,Africa_Western,Domestic Aviation,BEV,0.314134
