,Year,region,mode,technology,value
1018,2060,EU-15,rail,Electric,0.26072602
1019,2060,EU-15,rail,FCEV,0.00840665
1022,2060,EU-15,road,BEV,0.591586030264
1023,2060,EU-15,road,FCEV,0.3984447370561
1027,2060,EU-15,shipping,BEV,0.02006036
1028,2060,EU-15,shipping,FCEV,0.04552356
1031,2060,European Free Trade Association,aviation,BEV,0.0138464686
1034,2060,European Free Trade Association,rail,BEV,0.000524668
1035,2060,European Free Trade Association,rail,Electric,0.019729225
1036,2060,European Free Trade Association,rail,FCEV,0.000830571
1039,2060,European Free Trade Association,road,BEV,0.022766208320000002
1040,2060,European Free Trade Association,road,FCEV,0.015367553833999998
1044,2060,European Free Trade Association,shipping,BEV,0.0047003759
1045,2060,European Free Trade Association,shipping,FCEV,0.000939596
1048,2060,Russia,aviation,BEV,0.07475551999999999
1051,2060,Russia,rail,BEV,0.0601629
1052,2060,Russia,rail,Electric,0.24226901
1053,2060,Russia,rail,FCEV,0.0623428
1056,2060,Russia,road,BEV,0.1583317743
1057,2060,Russia,road,FCEV,0.0668769086
1061,2060,Russia,shipping,BEV,0.00858415
1062,2060,Russia,shipping,FCEV,0.044232640000000004
1065,2060,South Korea,aviation,BEV,0.037326138499999995
1068,2060,South Korea,rail,BEV,0.0002012
1069,2060,South Korea,rail,Electric,0.0052419319999999995
1070,2060,South Korea,rail,FCEV,0.000306391
1073,2060,South Korea,road,BEV,0.06928403308
1074,2060,South Korea,road,FCEV,0.027625393990000004
1078,2060,South Korea,shipping,BEV,0.002185098
1079,2060,South Korea,shipping,FCEV,0.0090898552
1082,2060,USA,aviation,BEV,0.40855895799999997
1085,2060,USA,rail,BEV,0.0821815
1086,2060,USA,rail,Electric,0.0946398
1087,2060,USA,rail,FCEV,0.100953
1090,2060,USA,road,BEV,2.25145356
1091,2060,USA,road,FCEV,1.02694146
1095,2060,USA,shipping,BEV,0.045066470000000004
1096,2060,USA,shipping,FCEV,0.0712487
1099,2065,Australia_NZ,aviation,BEV,0.047109055000000004
1102,2065,Australia_NZ,rail,BEV,0.00376424
1103,2065,Australia_NZ,rail,Electric,0.032688174
1104,2065,Australia_NZ,rail,FCEV,0.00495069
1107,2065,Australia_NZ,road,BEV,0.1090520141
1108,2065,Australia_NZ,road,FCEV,0.07557025283
1112,2065,Australia_NZ,shipping,BEV,0.004066351
1113,2065,Australia_NZ,shipping,FCEV,0.00460253
1116,2065,Canada,aviation,BEV,0.0679228292
1119,2065,Canada,rail,BEV,0.00716622
1120,2065,Canada,rail,Electric,0.007417465
1121,2065,Canada,rail,FCEV,0.00902543
1124,2065,Canada,road,BEV,0.171977010316
1125,2065,Canada,road,FCEV,0.093619625576
1129,2065,Canada,shipping,BEV,0.006279159
1130,2065,Canada,shipping,FCEV,0.00242562
1133,2065,EU-15,aviation,BEV,0.3170327
1136,2065,EU-15,rail,BEV,0.00578162
1137,2065,EU-15,rail,Electric,0.25965226
1138,2065,EU-15,rail,FCEV,0.00906223
1141,2065,EU-15,road,BEV,0.601637792036
1142,2065,EU-15,road,FCEV,0.4158236757088
1146,2065,EU-15,shipping,BEV,0.0314457
1147,2065,EU-15,shipping,FCEV,0.06712728000000001
1150,2065,European Free Trade Association,aviation,BEV,0.0210589
1153,2065,European Free Trade Association,rail,BEV,0.000565172
1154,2065,European Free Trade Association,rail,Electric,0.019789555
1155,2065,European Free Trade Association,rail,FCEV,0.000890539
1158,2065,European Free Trade Association,road,BEV,0.02325269679
1159,2065,European Free Trade Association,road,FCEV,0.01617885156
1163,2065,European Free Trade Association,shipping,BEV,0.0065049569
1164,2065,European Free Trade Association,shipping,FCEV,0.001170922
1167,2065,Russia,aviation,BEV,0.110809115
1170,2065,Russia,rail,BEV,0.0633937
1171,2065,Russia,rail,Electric,0.23856571
1172,2065,Russia,rail,FCEV,0.0673044
1175,2065,Russia,road,BEV,0.15877930599999998
1176,2065,Russia,road,FCEV,0.06980202020000001
1180,2065,Russia,shipping,BEV,0.011885139999999999
1181,2065,Russia,shipping,FCEV,0.07438652999999999
1184,2065,South Korea,aviation,BEV,0.058973126400000006
1187,2065,South Korea,rail,BEV,0.000206519
1188,2065,South Korea,rail,Electric,0.005022324
1189,2065,South Korea,rail,FCEV,0.000308834
1192,2065,South Korea,road,BEV,0.06865694554000001
1193,2065,South Korea,road,FCEV,0.027782854139999997
1197,2065,South Korea,shipping,BEV,0.003641699
1198,2065,South Korea,shipping,FCEV,0.0133832526
1201,2065,USA,aviation,BEV,0.6354646890000001
1204,2065,USA,rail,BEV,0.0866434
1205,2065,USA,rail,Electric,0.10149150000000001
1206,2065,USA,rail,FCEV,0.107832
1209,2065,USA,road,BEV,2.4067062000000004
1210,2065,USA,road,FCEV,1.15442621
1214,2065,USA,shipping,BEV,0.06412343000000001
1215,2065,USA,shipping,FCEV,0.129145
1218,2070,Australia_NZ,aviation,BEV,0.062794817
1221,2070,Australia_NZ,rail,BEV,0.00404733
1222,2070,Australia_NZ,rail,Electric,0.032834692
1223,2070,Australia_NZ,rail,FCEV,0.00533875
1226,2070,Australia_NZ,road,BEV,0.11316206890000001
1227,2070,Australia_NZ,road,FCEV,0.08063191942999999
1231,2070,Australia_NZ,shipping,BEV,0.005214695
1232,2070,Australia_NZ,shipping,FCEV,0.00698913
1235,2070,Canada,aviation,BEV,0.0950755155
1238,2070,Canada,rail,BEV,0.0077993
1239,2070,Canada,rail,Electric,0.0075110490000000005
